gem_name,ortsteil,landuse,triptime,size
Waldkirch,Waldkirch (Kernstadt),construction,15.0,2
Waldkirch,Waldkirch (Kernstadt),farmyard,25.0,1
Waldkirch,Waldkirch (Kernstadt),farmyard,30.0,1
Waldkirch,Waldkirch (Kernstadt),farmyard,40.0,1
Waldkirch,Waldkirch (Kernstadt),farmyard,120.0,21
Waldkirch,Waldkirch (Kernstadt),forest,30.0,1
Waldkirch,Waldkirch (Kernstadt),greenhouse_horticulture,20.0,1
Waldkirch,Waldkirch (Kernstadt),industrial,15.0,8
Waldkirch,Waldkirch (Kernstadt),industrial,20.0,20
Waldkirch,Waldkirch (Kernstadt),industrial,25.0,40
Waldkirch,Waldkirch (Kernstadt),industrial,30.0,20
Waldkirch,Waldkirch (Kernstadt),industrial,40.0,3
Waldkirch,Waldkirch (Kernstadt),meadow,40.0,2
Waldkirch,Waldkirch (Kernstadt),meadow,120.0,1
Waldkirch,Waldkirch (Kernstadt),railway,15.0,2
Waldkirch,Waldkirch (Kernstadt),recreation_ground,10.0,3
Waldkirch,Waldkirch (Kernstadt),recreation_ground,15.0,2
Waldkirch,Waldkirch (Kernstadt),recreation_ground,20.0,1
Waldkirch,Waldkirch (Kernstadt),recreation_ground,120.0,1
Waldkirch,Waldkirch (Kernstadt),residential,5.0,274
Waldkirch,Waldkirch (Kernstadt),residential,10.0,811
Waldkirch,Waldkirch (Kernstadt),residential,15.0,515
Waldkirch,Waldkirch (Kernstadt),residential,20.0,397
Waldkirch,Waldkirch (Kernstadt),residential,25.0,252
Waldkirch,Waldkirch (Kernstadt),residential,30.0,102
Waldkirch,Waldkirch (Kernstadt),residential,40.0,17
Waldkirch,Waldkirch (Kernstadt),residential,120.0,17
Waldkirch,Waldkirch (Kernstadt),unbekannt,15.0,2
Waldkirch,Waldkirch (Kernstadt),unbekannt,20.0,1
Waldkirch,Waldkirch (Kernstadt),unbekannt,25.0,1
Waldkirch,Waldkirch (Kernstadt),unbekannt,30.0,1
Waldkirch,kein Ortsteil,residential,25.0,1
Waldkirch,kein Ortsteil,unbekannt,15.0,1
Weisweil,kein Ortsteil,commercial,20.0,3
Weisweil,kein Ortsteil,commercial,25.0,4
Weisweil,kein Ortsteil,commercial,30.0,14
Weisweil,kein Ortsteil,farmyard,30.0,1
Weisweil,kein Ortsteil,farmyard,120.0,3
Weisweil,kein Ortsteil,industrial,25.0,1
Weisweil,kein Ortsteil,industrial,30.0,2
Weisweil,kein Ortsteil,industrial,40.0,1
Weisweil,kein Ortsteil,residential,5.0,36
Weisweil,kein Ortsteil,residential,10.0,52
Weisweil,kein Ortsteil,residential,15.0,219
Weisweil,kein Ortsteil,residential,20.0,244
Weisweil,kein Ortsteil,residential,25.0,51
Weisweil,kein Ortsteil,residential,30.0,1
Weisweil,kein Ortsteil,residential,40.0,1
Weisweil,kein Ortsteil,unbekannt,10.0,2
Weisweil,kein Ortsteil,unbekannt,120.0,1
Winden im Elztal,kein Ortsteil,commercial,15.0,1
Winden im Elztal,kein Ortsteil,commercial,20.0,7
Winden im Elztal,kein Ortsteil,commercial,25.0,8
Winden im Elztal,kein Ortsteil,farmyard,10.0,6
Winden im Elztal,kein Ortsteil,farmyard,15.0,3
Winden im Elztal,kein Ortsteil,farmyard,20.0,13
Winden im Elztal,kein Ortsteil,farmyard,25.0,12
Winden im Elztal,kein Ortsteil,farmyard,30.0,7
Winden im Elztal,kein Ortsteil,farmyard,40.0,12
Winden im Elztal,kein Ortsteil,farmyard,120.0,21
Winden im Elztal,kein Ortsteil,industrial,15.0,3
Winden im Elztal,kein Ortsteil,industrial,20.0,12
Winden im Elztal,kein Ortsteil,industrial,25.0,4
Winden im Elztal,kein Ortsteil,meadow,15.0,1
Winden im Elztal,kein Ortsteil,meadow,20.0,1
Winden im Elztal,kein Ortsteil,recreation_ground,15.0,1
Winden im Elztal,kein Ortsteil,recreation_ground,20.0,3
Winden im Elztal,kein Ortsteil,residential,5.0,80
Winden im Elztal,kein Ortsteil,residential,10.0,241
Winden im Elztal,kein Ortsteil,residential,15.0,171
Winden im Elztal,kein Ortsteil,residential,20.0,77
Winden im Elztal,kein Ortsteil,residential,25.0,66
Winden im Elztal,kein Ortsteil,residential,30.0,15
Winden im Elztal,kein Ortsteil,residential,40.0,5
Winden im Elztal,kein Ortsteil,unbekannt,20.0,1
Wyhl,kein Ortsteil,allotments,40.0,2
Wyhl,kein Ortsteil,cemetery,25.0,1
Wyhl,kein Ortsteil,commercial,10.0,3
Wyhl,kein Ortsteil,commercial,15.0,26
Wyhl,kein Ortsteil,commercial,20.0,12
Wyhl,kein Ortsteil,commercial,25.0,14
Wyhl,kein Ortsteil,commercial,30.0,3
Wyhl,kein Ortsteil,farmyard,20.0,1
Wyhl,kein Ortsteil,farmyard,25.0,1
Wyhl,kein Ortsteil,farmyard,30.0,2
Wyhl,kein Ortsteil,farmyard,40.0,6
Wyhl,kein Ortsteil,farmyard,120.0,4
Wyhl,kein Ortsteil,industrial,10.0,2
Wyhl,kein Ortsteil,industrial,25.0,1
Wyhl,kein Ortsteil,meadow,10.0,1
Wyhl,kein Ortsteil,recreation_ground,5.0,1
Wyhl,kein Ortsteil,recreation_ground,10.0,4
Wyhl,kein Ortsteil,recreation_ground,40.0,1
Wyhl,kein Ortsteil,residential,5.0,65
Wyhl,kein Ortsteil,residential,10.0,219
Wyhl,kein Ortsteil,residential,15.0,318
Wyhl,kein Ortsteil,residential,20.0,348
Wyhl,kein Ortsteil,residential,25.0,138
Wyhl,kein Ortsteil,residential,30.0,8
