gem_name,ortsteil,landuse,triptime,size
Sulzburg,Sulzburg (Kernstadt),orchard,15.0,1
Sulzburg,Sulzburg (Kernstadt),recreation_ground,40.0,1
Sulzburg,Sulzburg (Kernstadt),residential,5.0,48
Sulzburg,Sulzburg (Kernstadt),residential,10.0,181
Sulzburg,Sulzburg (Kernstadt),residential,15.0,162
Sulzburg,Sulzburg (Kernstadt),residential,20.0,88
Sulzburg,Sulzburg (Kernstadt),residential,25.0,70
Sulzburg,Sulzburg (Kernstadt),residential,30.0,11
Sulzburg,Sulzburg (Kernstadt),unbekannt,40.0,1
Sölden,kein Ortsteil,residential,5.0,89
Sölden,kein Ortsteil,residential,10.0,164
Sölden,kein Ortsteil,residential,15.0,146
Sölden,kein Ortsteil,residential,20.0,4
Sölden,kein Ortsteil,retail,10.0,1
Titisee-Neustadt,Langenordnach,farmyard,40.0,5
Titisee-Neustadt,Langenordnach,farmyard,120.0,23
Titisee-Neustadt,Langenordnach,meadow,120.0,10
Titisee-Neustadt,Langenordnach,residential,25.0,1
Titisee-Neustadt,Langenordnach,residential,120.0,30
Titisee-Neustadt,Neustadt im Schwarzwald,cemetery,10.0,2
Titisee-Neustadt,Neustadt im Schwarzwald,cemetery,40.0,1
Titisee-Neustadt,Neustadt im Schwarzwald,commercial,10.0,1
Titisee-Neustadt,Neustadt im Schwarzwald,commercial,15.0,15
Titisee-Neustadt,Neustadt im Schwarzwald,commercial,20.0,8
Titisee-Neustadt,Neustadt im Schwarzwald,commercial,25.0,5
Titisee-Neustadt,Neustadt im Schwarzwald,commercial,30.0,6
Titisee-Neustadt,Neustadt im Schwarzwald,commercial,40.0,1
Titisee-Neustadt,Neustadt im Schwarzwald,farmyard,120.0,4
Titisee-Neustadt,Neustadt im Schwarzwald,forest,5.0,1
Titisee-Neustadt,Neustadt im Schwarzwald,greenfield,30.0,3
Titisee-Neustadt,Neustadt im Schwarzwald,industrial,10.0,2
Titisee-Neustadt,Neustadt im Schwarzwald,industrial,20.0,2
Titisee-Neustadt,Neustadt im Schwarzwald,industrial,30.0,13
Titisee-Neustadt,Neustadt im Schwarzwald,industrial,40.0,25
Titisee-Neustadt,Neustadt im Schwarzwald,industrial,120.0,41
Titisee-Neustadt,Neustadt im Schwarzwald,meadow,30.0,2
Titisee-Neustadt,Neustadt im Schwarzwald,meadow,40.0,1
Titisee-Neustadt,Neustadt im Schwarzwald,meadow,120.0,3
Titisee-Neustadt,Neustadt im Schwarzwald,railway,15.0,2
Titisee-Neustadt,Neustadt im Schwarzwald,recreation_ground,15.0,1
Titisee-Neustadt,Neustadt im Schwarzwald,recreation_ground,40.0,1
Titisee-Neustadt,Neustadt im Schwarzwald,residential,5.0,101
Titisee-Neustadt,Neustadt im Schwarzwald,residential,10.0,337
Titisee-Neustadt,Neustadt im Schwarzwald,residential,15.0,482
Titisee-Neustadt,Neustadt im Schwarzwald,residential,20.0,366
Titisee-Neustadt,Neustadt im Schwarzwald,residential,25.0,187
Titisee-Neustadt,Neustadt im Schwarzwald,residential,30.0,201
Titisee-Neustadt,Neustadt im Schwarzwald,residential,40.0,90
Titisee-Neustadt,Neustadt im Schwarzwald,residential,120.0,13
Titisee-Neustadt,Neustadt im Schwarzwald,retail,30.0,3
Titisee-Neustadt,Neustadt im Schwarzwald,retail,40.0,2
Titisee-Neustadt,Neustadt im Schwarzwald,unbekannt,10.0,1
Titisee-Neustadt,Neustadt im Schwarzwald,unbekannt,20.0,1
Titisee-Neustadt,Neustadt im Schwarzwald,unbekannt,25.0,3
Titisee-Neustadt,Neustadt im Schwarzwald,unbekannt,30.0,9
Titisee-Neustadt,Neustadt im Schwarzwald,unbekannt,40.0,5
Titisee-Neustadt,Neustadt im Schwarzwald,unbekannt,120.0,5
Titisee-Neustadt,Rudenberg,farmyard,40.0,1
Titisee-Neustadt,Rudenberg,farmyard,120.0,13
Titisee-Neustadt,Rudenberg,residential,30.0,2
Titisee-Neustadt,Rudenberg,residential,40.0,2
Titisee-Neustadt,Rudenberg,residential,120.0,36
Titisee-Neustadt,Schwärzenbach,farmyard,120.0,36
Titisee-Neustadt,Schwärzenbach,forest,120.0,1
Titisee-Neustadt,Schwärzenbach,meadow,120.0,2
Titisee-Neustadt,Schwärzenbach,residential,120.0,36
Titisee-Neustadt,Schwärzenbach,unbekannt,120.0,1
Titisee-Neustadt,Titisee,cemetery,15.0,1
Titisee-Neustadt,Titisee,commercial,5.0,3
Titisee-Neustadt,Titisee,commercial,10.0,2
Titisee-Neustadt,Titisee,commercial,15.0,2
Titisee-Neustadt,Titisee,commercial,20.0,9
Titisee-Neustadt,Titisee,commercial,25.0,2
Titisee-Neustadt,Titisee,commercial,120.0,1
Titisee-Neustadt,Titisee,farmyard,25.0,8
Titisee-Neustadt,Titisee,farmyard,30.0,1
Titisee-Neustadt,Titisee,farmyard,40.0,7
Titisee-Neustadt,Titisee,farmyard,120.0,96
Titisee-Neustadt,Titisee,forest,20.0,1
Titisee-Neustadt,Titisee,industrial,30.0,2
Titisee-Neustadt,Titisee,industrial,40.0,3
Titisee-Neustadt,Titisee,industrial,120.0,32
Titisee-Neustadt,Titisee,meadow,25.0,1
Titisee-Neustadt,Titisee,meadow,30.0,1
Titisee-Neustadt,Titisee,meadow,120.0,15
Titisee-Neustadt,Titisee,orchard,30.0,1
Titisee-Neustadt,Titisee,railway,15.0,1
Titisee-Neustadt,Titisee,railway,20.0,6
Titisee-Neustadt,Titisee,recreation_ground,15.0,2
Titisee-Neustadt,Titisee,residential,5.0,25
Titisee-Neustadt,Titisee,residential,10.0,59
Titisee-Neustadt,Titisee,residential,15.0,47
Titisee-Neustadt,Titisee,residential,20.0,82
Titisee-Neustadt,Titisee,residential,25.0,69
Titisee-Neustadt,Titisee,residential,30.0,56
Titisee-Neustadt,Titisee,residential,40.0,22
Titisee-Neustadt,Titisee,residential,120.0,64
Titisee-Neustadt,Titisee,retail,10.0,8
Titisee-Neustadt,Titisee,retail,15.0,33
Titisee-Neustadt,Titisee,retail,20.0,13
Titisee-Neustadt,Titisee,retail,25.0,2
Titisee-Neustadt,Titisee,unbekannt,15.0,2
Titisee-Neustadt,Titisee,unbekannt,20.0,7
Titisee-Neustadt,Titisee,unbekannt,25.0,1
Titisee-Neustadt,Titisee,unbekannt,30.0,1
Titisee-Neustadt,Titisee,unbekannt,120.0,7
Titisee-Neustadt,Waldau,farmyard,10.0,1
Titisee-Neustadt,Waldau,farmyard,15.0,3
Titisee-Neustadt,Waldau,farmyard,20.0,2
Titisee-Neustadt,Waldau,farmyard,25.0,4
Titisee-Neustadt,Waldau,farmyard,40.0,3
Titisee-Neustadt,Waldau,farmyard,120.0,8
Titisee-Neustadt,Waldau,forest,120.0,1
Titisee-Neustadt,Waldau,industrial,25.0,1
Titisee-Neustadt,Waldau,meadow,10.0,4
Titisee-Neustadt,Waldau,meadow,15.0,1
Titisee-Neustadt,Waldau,meadow,20.0,1
Titisee-Neustadt,Waldau,meadow,40.0,2
Titisee-Neustadt,Waldau,meadow,120.0,4
Titisee-Neustadt,Waldau,residential,5.0,24
Titisee-Neustadt,Waldau,residential,10.0,33
Titisee-Neustadt,Waldau,residential,15.0,2
Titisee-Neustadt,Waldau,residential,20.0,2
Titisee-Neustadt,Waldau,residential,25.0,1
Titisee-Neustadt,Waldau,residential,30.0,2
Titisee-Neustadt,Waldau,residential,40.0,1
Titisee-Neustadt,Waldau,residential,120.0,12
Titisee-Neustadt,kein Ortsteil,residential,25.0,1
Umkirch,kein Ortsteil,allotments,25.0,1
Umkirch,kein Ortsteil,brownfield,10.0,1
Umkirch,kein Ortsteil,commercial,20.0,2
Umkirch,kein Ortsteil,farmyard,20.0,1
Umkirch,kein Ortsteil,farmyard,25.0,1
Umkirch,kein Ortsteil,farmyard,120.0,10
Umkirch,kein Ortsteil,greenhouse_horticulture,20.0,1
Umkirch,kein Ortsteil,industrial,25.0,8
Umkirch,kein Ortsteil,industrial,30.0,18
Umkirch,kein Ortsteil,industrial,40.0,69
Umkirch,kein Ortsteil,industrial,120.0,33
Umkirch,kein Ortsteil,meadow,120.0,1
Umkirch,kein Ortsteil,recreation_ground,10.0,1
Umkirch,kein Ortsteil,residential,5.0,49
Umkirch,kein Ortsteil,residential,10.0,114
Umkirch,kein Ortsteil,residential,15.0,434
Umkirch,kein Ortsteil,residential,20.0,236
Umkirch,kein Ortsteil,residential,25.0,87
Umkirch,kein Ortsteil,residential,30.0,15
Umkirch,kein Ortsteil,retail,20.0,4
Umkirch,kein Ortsteil,retail,25.0,1
Umkirch,kein Ortsteil,unbekannt,5.0,2
Umkirch,kein Ortsteil,unbekannt,15.0,4
Umkirch,kein Ortsteil,unbekannt,20.0,5
Umkirch,kein Ortsteil,unbekannt,25.0,1
Vogtsburg im Kaiserstuhl,Achkarren,commercial,120.0,31
Vogtsburg im Kaiserstuhl,Achkarren,farmyard,120.0,12
Vogtsburg im Kaiserstuhl,Achkarren,railway,120.0,1
Vogtsburg im Kaiserstuhl,Achkarren,recreation_ground,120.0,3
Vogtsburg im Kaiserstuhl,Achkarren,residential,120.0,237
Vogtsburg im Kaiserstuhl,Bickensohl,farmyard,120.0,12
Vogtsburg im Kaiserstuhl,Bickensohl,residential,40.0,14
Vogtsburg im Kaiserstuhl,Bickensohl,residential,120.0,126
Vogtsburg im Kaiserstuhl,Bischoffingen,commercial,120.0,2
Vogtsburg im Kaiserstuhl,Bischoffingen,farmyard,120.0,8
Vogtsburg im Kaiserstuhl,Bischoffingen,recreation_ground,120.0,2
Vogtsburg im Kaiserstuhl,Bischoffingen,residential,40.0,31
Vogtsburg im Kaiserstuhl,Bischoffingen,residential,120.0,197
Vogtsburg im Kaiserstuhl,Bischoffingen,vineyard,120.0,1
Vogtsburg im Kaiserstuhl,Burkheim,commercial,120.0,1
Vogtsburg im Kaiserstuhl,Burkheim,grass,120.0,1
Vogtsburg im Kaiserstuhl,Burkheim,meadow,120.0,1
Vogtsburg im Kaiserstuhl,Burkheim,railway,120.0,1
Vogtsburg im Kaiserstuhl,Burkheim,residential,120.0,387
Vogtsburg im Kaiserstuhl,Burkheim,unbekannt,120.0,2
Vogtsburg im Kaiserstuhl,Oberbergen,commercial,20.0,1
Vogtsburg im Kaiserstuhl,Oberbergen,farmland,10.0,1
Vogtsburg im Kaiserstuhl,Oberbergen,farmyard,15.0,1
Vogtsburg im Kaiserstuhl,Oberbergen,farmyard,20.0,2
Vogtsburg im Kaiserstuhl,Oberbergen,industrial,10.0,3
Vogtsburg im Kaiserstuhl,Oberbergen,residential,5.0,61
Vogtsburg im Kaiserstuhl,Oberbergen,residential,10.0,124
Vogtsburg im Kaiserstuhl,Oberbergen,residential,15.0,81
Vogtsburg im Kaiserstuhl,Oberbergen,residential,25.0,1
Vogtsburg im Kaiserstuhl,Oberbergen,residential,40.0,1
Vogtsburg im Kaiserstuhl,Oberbergen,residential,120.0,14
Vogtsburg im Kaiserstuhl,Oberrotweil,commercial,15.0,1
Vogtsburg im Kaiserstuhl,Oberrotweil,commercial,20.0,2
Vogtsburg im Kaiserstuhl,Oberrotweil,commercial,25.0,1
Vogtsburg im Kaiserstuhl,Oberrotweil,farmyard,10.0,1
Vogtsburg im Kaiserstuhl,Oberrotweil,farmyard,25.0,2
Vogtsburg im Kaiserstuhl,Oberrotweil,farmyard,40.0,1
Vogtsburg im Kaiserstuhl,Oberrotweil,farmyard,120.0,2
Vogtsburg im Kaiserstuhl,Oberrotweil,industrial,120.0,3
Vogtsburg im Kaiserstuhl,Oberrotweil,orchard,25.0,1
Vogtsburg im Kaiserstuhl,Oberrotweil,railway,20.0,1
Vogtsburg im Kaiserstuhl,Oberrotweil,recreation_ground,120.0,1
Vogtsburg im Kaiserstuhl,Oberrotweil,residential,5.0,21
Vogtsburg im Kaiserstuhl,Oberrotweil,residential,10.0,105
Vogtsburg im Kaiserstuhl,Oberrotweil,residential,15.0,153
Vogtsburg im Kaiserstuhl,Oberrotweil,residential,20.0,116
Vogtsburg im Kaiserstuhl,Oberrotweil,residential,25.0,59
Vogtsburg im Kaiserstuhl,Oberrotweil,residential,30.0,19
Vogtsburg im Kaiserstuhl,Oberrotweil,residential,40.0,82
Vogtsburg im Kaiserstuhl,Oberrotweil,residential,120.0,6
Vogtsburg im Kaiserstuhl,Oberrotweil,unbekannt,15.0,2
Vogtsburg im Kaiserstuhl,Schelingen,farmyard,30.0,1
Vogtsburg im Kaiserstuhl,Schelingen,farmyard,120.0,1
Vogtsburg im Kaiserstuhl,Schelingen,residential,40.0,48
Vogtsburg im Kaiserstuhl,Schelingen,residential,120.0,75
Wittnau,kein Ortsteil,cemetery,10.0,1
Wittnau,kein Ortsteil,farmyard,25.0,3
Wittnau,kein Ortsteil,farmyard,30.0,2
Wittnau,kein Ortsteil,residential,5.0,65
Wittnau,kein Ortsteil,residential,10.0,185
Wittnau,kein Ortsteil,residential,15.0,109
Wittnau,kein Ortsteil,residential,20.0,68
Wittnau,kein Ortsteil,residential,120.0,1
Wittnau,kein Ortsteil,unbekannt,25.0,1
