gem_name,ortsteil,landuse,triptime,size
Freiburg im Breisgau,Zähringen,residential,30.0,49
Freiburg im Breisgau,Zähringen,residential,40.0,38
Freiburg im Breisgau,Zähringen,retail,20.0,2
Freiburg im Breisgau,Zähringen,retail,25.0,1
Freiburg im Breisgau,Zähringen,retail,40.0,1
Freiburg im Breisgau,Zähringen,unbekannt,10.0,1
Freiburg im Breisgau,Zähringen,unbekannt,40.0,1
Freiburg im Breisgau,kein Ortsteil,education,5.0,1
Freiburg im Breisgau,kein Ortsteil,industrial,120.0,1
Freiburg im Breisgau,kein Ortsteil,recreation_ground,10.0,1
Freiburg im Breisgau,kein Ortsteil,recreation_ground,15.0,1
Freiburg im Breisgau,kein Ortsteil,recreation_ground,20.0,1
Freiburg im Breisgau,kein Ortsteil,recreation_ground,25.0,1
Freiburg im Breisgau,kein Ortsteil,unbekannt,20.0,1
Freiburg im Breisgau,kein Ortsteil,unbekannt,120.0,1
